id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
"2426039314",280000,2,1.5,1190,1265,"3",0,0,3,7,1190,0,2005,0,"98133",47.7274,-122357,1390,1756
"0461000390",687500,4,1.75,2330,5000,"1.5",0,0,4,7,1510,820,1929,0,"98117",47.6823,-122368,1460,5000
"7589200193",535000,3,1,1090,3000,"1.5",0,0,4,8,1090,0,1929,0,"98117",47.6889,-122375,1570,5080
"7955080270",322500,4,2.75,2060,6659,"1",0,0,3,7,1280,780,1981,0,"98058",47.4276,-122157,2020,8720
"9547205180",696000,3,2.5,2300,3060,"1.5",0,0,3,8,1510,790,1930,2002,"98115",47.6827,-122.31,1590,3264
"9435300030",550000,4,1,1660,34848,"1",0,0,1,5,930,730,1933,0,"98052",47.6621,-122132,2160,11467
"2768000400",640000,4,2,2360,6000,"2",0,0,4,8,2360,0,1904,0,"98107",47.6702,-122362,1730,4700
"7895500070",240000,4,1,1220,8075,"1",0,0,2,7,890,330,1969,0,"98001",47.3341,-122282,1290,7800
"2078500320",605000,4,2.5,2620,7553,"2",0,0,3,8,2620,0,1996,0,"98056",47.5301,-122.18,2620,11884
"5547700270",625000,4,2.5,2570,5520,"2",0,0,3,9,2570,0,2000,0,"98074",47.6145,-122027,2470,5669
"7766200013",775000,4,2.25,4220,24186,"1",0,0,3,8,2600,1620,1984,0,"98166",47445,-122347,2410,30617
"7203220400",861990,5,2.75,3595,5639,"2",0,0,3,9,3595,0,2014,0,"98053",47.6848,-122016,3625,5639
"9270200160",685000,3,1,1570,2280,"2",0,0,3,7,1570,0,1922,0,"98119",47.6413,-122364,1580,2640
"1432701230",309000,3,1,1280,9656,"1",0,0,4,6,920,360,1959,0,"98058",47.4485,-122175,1340,8808
"8035350320",488000,3,2.5,3160,13603,"2",0,0,3,8,3160,0,2003,0,"98019",47.7443,-121977,3050,9232
"8945200830",210490,3,1,990,8528,"1",0,0,3,6,990,0,1966,0,"98023",47.3066,-122371,1228,8840
"4178300310",785000,4,2.5,2290,13416,"2",0,0,4,9,2290,0,1981,0,"98007",47.6194,-122151,2680,13685
"9215400105",450000,3,1.75,1250,5963,"1",0,0,4,7,1250,0,1953,0,"98115",47.6796,-122301,970,5100
"0822039084",1.35e+006,3,2.5,2753,65005,"1",1,2,5,9,2165,588,1953,0,"98070",47.4041,-122451,2680,72513
"5245600105",228000,3,1,1190,9199,"1",0,0,3,7,1190,0,1955,0,"98148",47.4258,-122322,1190,9364
"7231300125",345000,5,2.5,3150,9134,"1",0,0,4,8,1640,1510,1966,0,"98056",47.4934,-122189,1990,9133
"7518505990",600000,3,1.75,1410,4080,"1",0,0,4,7,1000,410,1950,0,"98117",47.6808,-122384,1410,4080
"3626039271",585000,2,1.75,1980,8550,"1",0,0,3,7,990,990,1981,0,"98117",47.6989,-122369,1480,6738
"4217401195",920000,5,2.25,2730,6000,"1.5",0,0,3,8,2130,600,1927,0,"98105",47.6571,-122281,2730,6000
"9822700295",885000,4,2.5,2830,5000,"2",0,0,3,9,2830,0,1995,0,"98105",47.6597,-122.29,1950,5000
"9478500640",292500,4,2.5,2250,4495,"2",0,0,3,7,2250,0,2008,0,"98042",47.3663,-122114,2250,4500
"2799800710",301000,3,2.5,2420,4750,"2",0,0,3,8,2420,0,2003,0,"98042",47.3663,-122122,2690,4750
"7922800400",951000,5,3.25,3250,14342,"2",0,4,4,8,3250,0,1968,0,"98008",47588,-122116,2960,11044
"8079040320",430000,4,3,1850,9976,"2",0,0,3,8,1850,0,1991,0,"98059",47.5059,-122149,2270,8542
"1516000055",650000,3,2.25,2150,21235,"1",0,3,4,8,1590,560,1959,0,"98166",47.4336,-122339,2570,18900
"9558200045",289000,3,1.75,1260,8400,"1",0,0,3,7,1260,0,1954,0,"98148",47.4366,-122335,1290,8750
"5072410070",505000,3,1.75,2519,8690,"2",0,0,5,8,2519,0,1973,0,"98166",47.4428,-122344,2500,9500
"9528102996",549000,3,1.75,1540,1044,"3",0,0,3,8,1540,0,2014,0,"98115",47.6765,-122.32,1580,3090
"1189001180",425000,3,2.25,1660,6000,"1",0,0,3,7,1110,550,1979,0,"98122",47.6113,-122297,1440,4080
"3253500160",317625,3,2.75,2770,3809,"1.5",0,0,5,7,1770,1000,1925,0,"98144",47.5747,-122304,1440,4000
"3394100030",975000,4,2.5,2720,11049,"2",0,0,3,10,2720,0,1989,0,"98004",47.5815,-122192,2750,11049
"3717000160",287000,4,2.5,2240,4648,"2",0,0,3,7,2240,0,2005,0,"98001",47.3378,-122257,2221,4557
"1274500060",204000,3,1,1000,12070,"1",0,0,4,7,1000,0,1968,0,"98042",47.3621,-122.11,1010,12635
"1802000060",1325000000,5,2.25,3200,20158,"1",0,0,3,8,1600,1600,1965,0,"98004",47.6303,-122215,3390,20158
"1525059190",1.04e+006,5,3.25,4770,50094,"1",0,0,4,11,3070,1700,1973,0,"98005",47.6525,-122.16,3530,38917
"1049000060",325000,3,2,1260,5612,"1",0,0,4,7,1260,0,1972,0,"98034",47.7362,-122179,1640,4745
"8820901275",571000,4,2,2750,7807,"1.5",0,0,5,7,2250,500,1916,0,"98125",47.7168,-122287,1510,7807
"5416510140",360000,4,2.5,2380,5000,"2",0,0,3,8,2380,0,2005,0,"98038",47.3608,-122036,2420,5000
"3444100400",349000,3,1.75,1790,50529,"1",0,0,5,7,1090,700,1965,0,"98042",47.3511,-122073,1940,50529
"3276920270",832500,4,4,3430,35102,"2",0,0,4,10,2390,1040,1986,0,"98075",47.5822,-121987,3240,35020
"4036801170",380000,4,1.75,1760,7300,"1",0,0,3,7,880,880,1956,0,"98008",47.6034,-122125,1680,7500
"2391600320",480000,3,1,1040,5060,"1",0,0,3,7,1040,0,1941,0,"98116",47.5636,-122394,890,5060
"6300000287",410000,3,1,1410,5060,"1",0,0,4,7,910,500,1956,0,"98133",47.7073,-122.34,1130,5693
"1531000030",720000,4,2.5,3450,39683,"2",0,0,3,10,3450,0,2002,0,"98010",47342,-122025,3350,39750
"5104520400",390000,3,2.5,2350,5100,"2",0,0,3,8,2350,0,2003,0,"98038",47.3512,-122008,2350,5363
"7437100340",360000,4,2.5,1900,5889,"2",0,0,3,7,1900,0,1992,0,"98038",47349,-122031,1870,6405
"9418400240",355000,2,1,2020,6720,"1",0,0,3,7,1010,1010,1948,0,"98118",47.5474,-122291,1720,6720
"1523059105",356000,3,1.5,1680,8712,"1",0,0,3,8,1680,0,1964,0,"98059",47.4811,-122149,1850,8797
"1133000671",315000,3,1,960,6634,"1",0,0,3,6,960,0,1952,0,"98125",47.7264,-122.31,1570,7203
"4232902595",940000,3,1.5,2140,3600,"2",0,0,3,9,1900,240,1925,0,"98119",47.6337,-122365,2020,4800
"2599001200",305000,5,2.25,2660,8400,"1.5",0,0,5,7,2660,0,1961,0,"98092",47.2909,-122189,1590,8165
"3342103156",461000,3,3.25,2770,6278,"2",0,0,3,9,1980,790,2006,0,"98056",47.5228,-122199,1900,7349
"1332700270",215000,2,2.25,1610,2040,"2",0,0,4,7,1610,0,1979,0,"98056",47518,-122194,1950,2025
"3869900162",335000,2,1.75,1030,1066,"2",0,0,3,7,765,265,2006,0,"98136",47.5394,-122387,1030,1106
"2791500270",243500,4,2.5,1980,7403,"2",0,0,3,7,1980,0,1988,0,"98023",47.2897,-122372,1980,7510
"5036300431",1.09988e+006,5,2.75,3520,6353,"2",0,0,4,10,3520,0,2001,0,"98199",47.6506,-122391,2520,6250
"4168000060",153000,3,1,1200,10500,"1",0,0,3,7,1200,0,1962,0,"98023",47322,-122351,1350,10500
"6021501535",430000,3,1.5,1580,5000,"1",0,0,3,8,1290,290,1939,0,"98117",47687,-122386,1570,4500
"6021501535",700000,3,1.5,1580,5000,"1",0,0,3,8,1290,290,1939,0,"98117",47687,-122386,1570,4500
"1483300570",905000,4,2.5,3300,10250,"1",0,0,3,7,2390,910,1946,1991,"98040",47.5873,-122249,1950,6045
"3422049190",247500,3,1.75,1960,15681,"1",0,0,3,7,1960,0,1967,0,"98032",47.3576,-122277,1750,15616
"1099611230",199000,4,1.5,1160,6400,"1",0,0,4,7,1160,0,1975,0,"98023",47.3036,-122378,1160,6400
"0722079104",314000,3,1.75,1810,41800,"1",0,0,5,7,1210,600,1980,0,"98038",47.4109,-121958,1650,135036
"7338200240",437500,3,2.5,2320,36847,"2",0,2,3,9,2320,0,1992,0,"98045",47.4838,-121714,2550,35065
"1952200240",850830,3,2.5,2070,13241,"1.5",0,0,5,9,1270,800,1910,0,"98102",47.6415,-122315,2200,4500
"5200100125",555000,3,2,1980,3478,"1.5",0,0,4,7,1440,540,1929,0,"98117",47.6775,-122372,1610,3478
"7214720075",699950,3,2.25,2190,107593,"2",0,0,4,8,2190,0,1983,0,"98077",47.7731,-122.08,2570,47777
"2450000295",1088000000,3,2.5,2920,8113,"2",0,0,3,8,2920,0,1950,2010,"98004",47.5814,-122196,2370,8113
"6197800045",290000,3,1,1210,33919,"1",0,0,3,7,1210,0,1954,0,"98058",47.4375,-122184,1640,14910
"1328310370",375000,3,2.5,2340,10005,"1",0,0,4,8,1460,880,1978,0,"98058",47.4431,-122133,2250,8162
"0546000875",460000,3,1,1670,4005,"1.5",0,0,4,7,1170,500,1939,0,"98117",47.6878,-122.38,1240,4005
"3530510041",188500,2,1.75,1240,2493,"1",0,0,4,8,1240,0,1985,0,"98198",47.3813,-122322,1270,4966
"1853000400",680000,4,2.5,3140,28037,"2",0,0,4,10,3140,0,1991,0,"98077",47.7304,-122082,2990,35001
"3134100116",470000,5,1.75,2030,12342,"2",0,0,4,7,2030,0,1942,0,"98052",47.6417,-122109,2500,9433
"9545230140",597750,4,2.5,2310,9624,"2",0,0,3,8,2310,0,1984,0,"98027",47.5386,-122053,1940,9636
"3362400511",570000,3,1.75,1260,3328,"1",0,0,5,6,700,560,1905,0,"98103",47.6823,-122349,1380,3536
"2525310310",272500,3,1.75,1540,12600,"1",0,0,4,7,1160,380,1980,0,"98038",47.3624,-122031,1540,11656
"6126500060",329950,3,1.75,2080,5969,"1",0,2,3,7,1080,1000,1971,0,"98108",47.5474,-122295,2090,5500
"8961960160",480000,4,2.5,3230,16171,"2",0,3,3,9,2520,710,2001,0,"98001",47.3183,-122253,2640,8517
"3626039325",740500,3,3.5,4380,6350,"2",0,0,3,8,2780,1600,1900,1999,"98117",47.6981,-122368,1830,6350
"3362400431",518500,3,3.5,1590,1102,"3",0,0,3,8,1590,0,2010,0,"98103",47.6824,-122347,1620,3166
"4060000240",205425,2,1,880,6780,"1",0,0,4,6,880,0,1945,0,"98178",47.5009,-122248,1190,6780
"3454800060",171800,4,2,1570,9600,"1",0,0,3,6,1570,0,1950,0,"98168",47.4965,-122303,1880,9000
"1695900060",535000,4,1,1610,2982,"1.5",0,0,4,7,1610,0,1925,0,"98144",47587,-122294,1610,4040
"7278700070",660000,3,2.5,2400,6474,"1",0,2,3,8,1560,840,1964,0,"98177",47.7728,-122386,2340,10856
"6675500070",391500,3,2,1450,9132,"1",0,0,3,7,1450,0,1987,0,"98034",47.7288,-122226,1580,9104
"3626039187",395000,2,1,770,6000,"1",0,0,3,6,770,0,1953,0,"98117",47.6999,-122364,1710,6000
"3524049083",445000,4,1.75,2100,4400,"1.5",0,0,5,7,1720,380,1924,0,"98118",47.5299,-122266,1850,4400
"3275860240",770000,3,2.25,2910,10204,"2",0,0,3,9,2910,0,1990,0,"98052",47.6897,-122098,2700,13992
"4389200955",1.45e+006,4,2.75,2750,17789,"1.5",0,0,3,8,1980,770,1914,1992,"98004",47.6141,-122212,3060,11275
"4058801670",445000,3,2.25,2100,8201,"1",0,2,3,8,1620,480,1967,0,"98178",47.5091,-122244,2660,8712
"8732020310",260000,4,2.25,2160,8811,"1",0,0,3,8,1360,800,1978,0,"98023",47.3129,-122.39,2090,8400
"2331300505",822500,5,3.5,2320,4960,"2",0,0,5,7,1720,600,1926,0,"98103",47.6763,-122352,1700,4960
"7853210060",430000,4,2.5,2070,4310,"2",0,0,3,7,2070,0,2004,0,"98065",47.5319,-121.85,1970,3748
"3668000070",212000,3,1.75,1060,7875,"1",0,0,4,7,1060,0,1986,0,"98092",47.2761,-122152,1420,7680
"9545240070",660500,4,2.25,2010,9603,"1",0,0,3,8,1440,570,1986,0,"98027",47.5343,-122054,2060,9793
"1243100136",784000,3,3.5,3950,111078,"1.5",0,0,3,9,2460,1490,1989,0,"98052",47697,-122072,2480,88500
"8929000270",453246,3,2.5,2010,2287,"2",0,0,3,8,1390,620,2014,0,"98029",47.5517,-121998,1690,1662
"2767602356",675000,4,3.5,2140,2278,"3",0,0,3,9,2140,0,2005,0,"98107",47.6734,-122.38,1540,2285
"0921049315",199000,3,1.75,1320,17390,"1",0,0,4,7,1320,0,1956,0,"98003",47.3257,-122296,1550,19265
"3655000070",220000,4,1.75,2020,7840,"1",0,0,3,7,1010,1010,1968,0,"98003",47.3309,-122299,1750,8140
"4027700812",452000,4,2.25,2590,10002,"1",0,0,4,8,1340,1250,1968,0,"98028",47.7689,-122266,1550,10436
"3992700335",382500,2,1,1190,4440,"1",0,0,3,6,1190,0,1981,0,"98125",47.7135,-122287,1060,5715
"2767603505",519950,3,2.25,1170,1249,"3",0,0,3,8,1170,0,2014,0,"98107",47.6722,-122381,1350,1310
"4232901525",665000,2,1,1110,3200,"1",0,0,3,7,1110,0,1925,0,"98119",47.6338,-122358,1170,3600
"1777500060",527700,5,2.5,2820,9375,"1",0,0,4,8,1550,1270,1968,0,"98006",47.5707,-122128,2820,9375
"1432900240",205000,3,1,1610,8579,"1",0,0,4,7,1010,600,1962,0,"98058",47.4563,-122171,1610,8579
"6140100875",420000,3,1,1060,8097,"1",0,0,4,7,940,120,1923,0,"98133",47.7144,-122351,1560,7940
"6071600370",500000,4,2.25,2030,8517,"1",0,0,4,8,1380,650,1961,0,"98006",47.5495,-122174,2230,8824
"1526069017",921500,4,2.5,3670,315374,"2",0,0,4,9,3670,0,1994,0,"98077",47.7421,-122026,2840,87991
"0809001525",890000,4,1,2550,4000,"2",0,0,3,8,2370,180,1905,0,"98109",47.6354,-122353,2200,4000
"3224079105",430000,2,2.5,2420,60984,"2",0,0,3,7,2420,0,2007,0,"98027",47.5262,-121943,1940,193842
"8075400570",258000,5,2,2260,12500,"1",0,0,4,8,1130,1130,1960,0,"98032",47.3887,-122286,1360,18000
"1994200024",511000,3,1,1430,3455,"1",0,0,3,7,980,450,1947,0,"98103",47.6873,-122336,1450,4599
"3362900810",532170,3,2,1360,3090,"2",0,0,3,8,1360,0,1990,0,"98103",47.6838,-122353,1500,3090
"1324300398",560000,3,1,1110,5000,"1.5",0,0,3,7,1110,0,1947,0,"98107",47655,-122359,1420,5000
"0537000445",282950,3,1,1250,8200,"1",0,0,4,7,1250,0,1954,0,"98003",47.3255,-122304,1680,8633
"7855801670",2.25e+006,4,3.25,5180,19850,"2",0,3,3,12,3540,1640,2006,0,"98006",47562,-122162,3160,9750
"7920100045",350000,1,1,700,5100,"1",0,0,3,7,700,0,1942,0,"98115",47679,-122.3,1010,5100
"8960000030",215000,3,1,1180,7669,"1",0,0,4,7,1180,0,1967,0,"98058",47.4479,-122176,1190,7669
"6388930390",650000,5,3.5,3960,25245,"2",0,0,3,9,2500,1460,1996,0,"98056",47525,-122172,2640,13675
"8731900200",320000,4,2.75,2640,7500,"1",0,0,3,8,1620,1020,1967,0,"98023",47.3135,-122369,1980,7875
"8029200135",247000,3,2,1270,7198,"1.5",0,0,3,7,1270,0,1916,2013,"98022",47.2086,-121996,1160,7198
"1081200350",320000,4,1.75,1760,11180,"1",0,0,4,8,1760,0,1968,0,"98059",47.4715,-122118,1730,11180
"0084000105",255000,5,2.25,2060,8632,"1",0,0,3,7,1030,1030,1962,0,"98146",47.4877,-122335,1010,11680
"3756500060",438000,3,1.75,1780,9660,"1",0,0,3,7,1780,0,1962,0,"98034",47.7171,-122193,1200,9660
"7215720160",900000,3,2.5,3400,16603,"2",0,0,3,10,3400,0,2000,0,"98075",47.6012,-122023,3400,12601
"3574800520",441000,3,2.75,1910,7280,"1",0,0,3,7,1160,750,1979,0,"98034",47.7319,-122224,1710,8152
"2617300160",420000,3,2,2020,38332,"1",0,0,4,7,1010,1010,1975,0,"98027",47.4582,-122023,2110,36590
"2558660270",370000,3,1.75,1580,7000,"1",0,0,3,7,1180,400,1976,0,"98034",47.7209,-122168,1640,7500
"2009000370",269950,2,1.75,1340,7250,"1",0,0,5,5,700,640,1949,0,"98198",47408,-122327,1830,9750
"1836980160",807100,4,2.5,2680,4499,"2",0,0,3,9,2680,0,1999,0,"98006",47565,-122125,2920,4500
"3261020370",653000,3,2.5,2680,9750,"1",0,0,4,8,1610,1070,1979,0,"98034",47.7028,-122231,2480,8750
"1755700060",371500,3,2,1370,8336,"1",0,0,5,7,1370,0,1964,0,"98133",47.7458,-122331,1770,7288
"4330600435",284000,3,1.75,1560,21000,"1",0,0,3,7,1560,0,1954,0,"98166",47.4776,-122337,1070,7920
"9542800700",272000,3,1.75,2160,7140,"1",0,0,4,7,1670,490,1978,0,"98023",47.3026,-122374,1930,7350
"1999700045",313000,3,1.5,1340,7912,"1.5",0,0,3,7,1340,0,1955,0,"98133",47.7658,-122339,1480,7940
"1762600070",917500,4,2.5,3880,35003,"2",0,0,3,10,2570,1310,1984,0,"98033",47.6477,-122182,3740,35230
"1687900520",673000,4,2.25,2590,8190,"2",0,0,4,8,2590,0,1980,0,"98006",47.5619,-122125,2260,8335
"7234600798",425000,3,2.5,1120,1100,"2",0,0,3,8,820,300,2008,0,"98122",47.6106,-122.31,1590,1795
"3881900445",399950,5,2.75,1970,5400,"1",0,0,3,7,1320,650,1986,0,"98144",47.5868,-122308,1280,2150
"2254502445",385000,3,1,1220,4800,"1",0,0,3,6,1220,0,1901,0,"98122",47.6101,-122307,1200,4800
"5437810320",269950,3,1.5,1950,7560,"1",0,2,4,7,1320,630,1975,0,"98022",47.1976,-121999,1950,8941
"9158100075",330000,2,1,1350,8220,"1",0,0,3,7,1060,290,1949,0,"98177",47.7224,-122358,1540,8280
"3830630310",260000,3,2.5,1670,5797,"2",0,0,3,7,1670,0,1988,0,"98030",47.3505,-122179,1670,6183
"8123100045",470000,4,3,2380,5125,"1.5",0,0,4,7,1680,700,1925,0,"98126",47.5384,-122376,1410,5375
"3127200041",589000,4,3,2440,9600,"2",0,0,5,7,2440,0,1961,0,"98034",47.7044,-122.2,2290,9600
"6661200320",163500,2,1.5,1050,3419,"2",0,0,3,7,1050,0,1996,0,"98038",47.3848,-122039,1050,3417
"0011510310",835000,4,2.75,3130,13412,"2",0,0,3,9,2140,990,1993,0,"98052",47.6993,-122102,2260,9984
"0825059270",1095000000,5,3,4090,12850,"1",0,2,4,10,2090,2000,1986,0,"98033",47.6627,-122188,2540,10270
"8731951370",269000,4,1.75,1490,10000,"1",0,0,4,8,1100,390,1969,0,"98023",47.3099,-122379,2190,8910
"1954440060",560000,3,2.5,1900,8744,"2",0,0,3,8,1900,0,1987,0,"98074",47.62,-122043,2030,8744
"2264500350",615000,4,1,1330,2400,"1.5",0,0,4,6,1330,0,1901,0,"98103",47.65,-122.34,1330,4400
"1115810060",585188,3,2.25,2230,10026,"1",0,0,3,8,1430,800,1975,0,"98052",47.6647,-122153,2230,9340
"9477200200",305000,3,1.75,1650,9480,"1",0,0,3,7,1220,430,1977,0,"98034",47726,-122191,1540,8400
"1432600560",166950,3,1,1190,8820,"1",0,0,3,6,1190,0,1959,0,"98058",47.4616,-122184,1230,7980
"2287000060",799000,3,2.5,2140,9897,"1",0,0,4,8,2140,0,1959,0,"98040",47.5505,-122219,2680,10083
"3663500060",400000,3,2.5,2180,7508,"1",0,0,4,7,1420,760,1962,0,"98133",47.7606,-122336,1900,7818
"3996900125",230000,3,1,1060,10228,"1",0,0,3,7,1060,0,1948,0,"98155",47.7481,-122.3,1570,10228
"7796450200",256883,3,2.5,1690,5025,"2",0,0,3,8,1690,0,2003,0,"98023",47.2779,-122347,2550,5001
"7549802535",423000,4,2,1970,6480,"1.5",0,0,5,7,1130,840,1920,0,"98108",47.5511,-122312,1500,6480
"3278600320",465000,3,2.5,2150,4084,"2",0,0,3,8,2150,0,2007,0,"98126",47.5488,-122372,1750,2385
"2824079053",440000,3,2.5,1910,66211,"2",0,0,3,7,1910,0,1997,0,"98024",47.5385,-121911,2330,67268
"1222069094",385000,3,1.75,1350,155073,"1",0,0,4,7,1350,0,1969,0,"98038",47.4058,-121994,1560,50965
"3542300060",210000,3,1,860,11725,"1",0,0,4,6,860,0,1943,0,"98056",47.5093,-122184,1300,9514
"2222059065",297000,3,2.5,1940,14952,"2",0,0,3,8,1940,0,1994,0,"98042",47.3777,-122165,2030,10450
"7551300060",470000,3,1,1010,5000,"1",0,0,3,7,1010,0,1952,0,"98107",47675,-122394,1680,5000
"0100600550",226500,3,1.5,1300,7370,"1",0,0,4,7,900,400,1976,0,"98023",47.3025,-122.37,1430,7500
"3211100860",274250,3,1,910,8450,"1",0,0,4,6,910,0,1962,0,"98059",47.4787,-122158,1400,8040
"3456000310",840000,4,1.75,2480,11010,"1",0,0,4,9,1630,850,1966,0,"98040",47.5378,-122219,2770,10744
"9526600140",677900,3,2.5,2440,4587,"2",0,0,3,8,2440,0,2010,0,"98052",47.7073,-122114,2750,4587
"7465900060",425000,3,1,1010,5864,"1",0,0,3,7,1010,0,1915,0,"98116",47.5733,-122381,1290,5000
"1222000055",180250,2,0.75,900,9600,"1",0,0,3,6,900,0,1941,0,"98166",47.4604,-122339,1250,14280
"6300000550",464000,6,3,2300,3404,"2",0,0,3,7,1600,700,1920,1994,"98133",47.7067,-122343,1560,1312
"2310030510",320000,4,2.25,1550,7579,"2",0,0,3,8,1550,0,1993,0,"98038",47354,-122047,1630,6397
"1025049114",625504,3,2.25,1270,1566,"2",0,0,3,8,1060,210,2014,0,"98105",47.6647,-122284,1160,1327
"8677300550",592500,4,2.5,2240,12032,"1",0,0,3,9,2240,0,1983,0,"98074",47.6143,-122017,2520,12368
"4014400292",465000,3,2.5,2714,17936,"2",0,0,3,9,2714,0,2005,0,"98001",47.3185,-122275,2590,18386
"1102000196",477000,4,2.75,1720,6270,"2",0,0,3,8,1720,0,1978,0,"98118",47.5458,-122268,2130,8700
"0257000138",280000,2,1,850,16400,"1",0,0,3,6,850,0,1923,0,"98168",47.4889,-122299,1100,14459
"0046100204",1505000000,5,3,3300,33474,"1",0,3,3,9,1870,1430,1957,1991,"98040",47.5673,-122.21,3836,20953
"1909600046",445838,3,2.5,2250,5692,"2",0,0,3,8,2250,0,2000,0,"98146",47.5133,-122379,1320,5390
"1250202145",1072000000,2,2.25,3900,14864,"1",0,3,3,8,1950,1950,1947,0,"98144",47.5884,-122291,2580,5184
"7611200125",467000,2,1.5,1320,10800,"1",0,0,4,8,1320,0,1947,0,"98177",47.7145,-122367,2120,12040
"5611500140",686000,4,2.5,2760,6440,"2",0,0,3,10,2760,0,1999,0,"98075",47.5836,-122026,3070,8127
"7138000260",279950,3,2,1750,9750,"1",0,0,3,7,1350,400,1961,0,"98198",47398,-122299,1900,10125
"0626059335",527000,4,2.25,2330,19436,"2",0,0,3,8,2330,0,1987,0,"98011",47.7663,-122215,1910,10055
"1922059282",325000,3,2.25,2220,16020,"1",0,0,4,8,1780,440,1966,0,"98030",47.3758,-122217,2080,9583
"0705700390",328000,3,2.25,2020,8379,"2",0,0,3,7,2020,0,1994,0,"98038",47.3828,-122023,2020,8031
"7454001200",390000,3,2.25,1250,7500,"1",0,0,5,7,1250,0,1942,0,"98146",47.5123,-122373,1280,7392
"8682281200",479950,2,2,1510,6516,"1",0,0,3,8,1510,0,2005,0,"98053",47.7076,-122013,1640,6009
